InteractorA	InteractorB	Sources	CrossConfidence	StandardConfidence	PublicationCount	Publications
P40925	P04637	Biogrid	1	1	1	19229245
P41182	P04637	"intact, Biogrid"	1	1	1	25402006
P41218	P04637	Hprd	2	2	1	16458891
P41235	P04637	"intact, Biogrid, Hprd"	1	1	2	"28514442, 11818510"
P42345	P04637	"mint, Biogrid"	2	2	1	19619545
P42771	P04637	Biogrid	1	1	10	"14612427, 12446718, 9529249, 20395212, 9653180, 9724636, 28628118, 22467867, 28218424, 22348305"
P43246	P04637	Biogrid	2	2	2	"12101417, 15064730"
P43356	P04637	"Dip, Biogrid"	1	1	2	"16847267, 26468294"
P45983	P04637	"Biogrid, Hprd"	1	1	9	"9393873, 15538975, 9724739, 19651615, 18813780, 11108663, 12514174, 9732264, 11283254"
P46100	P04637	Biogrid	1	1	3	"23329831, 28875283, 12750285"
P46108	P04637	"intact, Biogrid"	1	1	1	25814554
P46736	P04637	Biogrid	2	2	1	14636569
P49407	P04637	Dip	2	2	1	21857681
P49642	P04637	Hprd	2	2	1	11917009
P49720	P04637	Biogrid	1	1	1	20080206
P49757	P04637	"Dip, Biogrid"	1	1	6	"18172499, 22157679, 23881403, 27106262, 28223335, 29269425"
P49792	P04637	Biogrid	1	1	2	"22194619, 29379164"
P49848	P04637	"Dip, Biogrid"	1	1	2	"7809597, 20096117"
P49915	P04637	Biogrid	2	2	1	24462112
P49959	P04637	Biogrid	2	2	1	15806145
P50454	P04637	Biogrid	2	2	1	17977830
P50613	P04637	Biogrid	1	1	3	"9372954, 9840937, 9315650"
P50750	P04637	"Biogrid, Hprd"	1	1	3	"16741955, 17942552, 16552184"
P51784	P04637	"intact, Biogrid"	1	1	2	"19615732, 25471832"
P51812	P04637	Biogrid	1	1	1	15867353
P51813	P04637	intact	2	2	1	16186805
P51959	P04637	"Biogrid, Hprd"	1	1	2	"12556559, 12642871"
P52292	P04637	Hprd	1	1	1	10930427
P52926	P04637	Biogrid	1	1	1	30175854
P53350	P04637	"mint, Biogrid, Hprd"	1	1	4	"16753148, 19833129, 22653443, 15024021"
P53355	P04637	Biogrid	2	2	1	17339337
P54252	P04637	Biogrid	1	1	1	27851749
P54725	P04637	Biogrid	2	2	2	"15064742, 16105547"
P55072	P04637	Biogrid	2	2	4	"23383273, 23443559, 29653964, 29540532"
P55199	P04637	"Biogrid, Hprd"	1	1	2	"10358050, 8016121"
P60484	P04637	"Biogrid, Hprd"	1	1	4	"12620407, 14559824, 24141722, 18339852"
P61081	P04637	Biogrid	1	1	1	15242646
P61086	P04637	"Biogrid, Hprd"	1	1	2	"23933584, 10634809"
P61201	P04637	"Biogrid, Hprd"	2	2	2	"16045761, 11285227"
P61221	P04637	Biogrid	2	2	1	25659154
P61224	P04637	"mint, Biogrid"	1	1	1	21900206
P61254	P04637	Biogrid	2	2	2	"20542919, 23443559"
P61956	P04637	Dip	2	2	1	20534433
P61978	P04637	"mint, Biogrid"	1	1	3	"21821029, 23092970, 25144556"
P62081	P04637	"intact, Biogrid"	2	2	3	"17310983, 19683495, 23443559"
P62195	P04637	Biogrid	1	1	2	"17224908, 20479273"
P62829	P04637	Biogrid	2	2	2	"15308643, 23443559"
P62854	P04637	Biogrid	2	2	2	"23728348, 23443559"
P62913	P04637	Biogrid	2	2	5	"14612427, 15308643, 23169665, 23443559, 22467867"
P62987	P04637	Dip	1	1	14	"18695251, 22056774, 17592138, 19556538, 18413597, 18359851, 19196987, 17470788, 12640129, 20173098, 21857681, 19805293, 18172499, 24667498"
P63146	P04637	Biogrid	2	2	1	22083959
P63151	P04637	mint	2	2	1	17245430
P67775	P04637	"Biogrid, Hprd"	2	2	2	"21460856, 12556559"
P67809	P04637	"Biogrid, Hprd"	1	1	6	"15136035, 11175333, 21344396, 23443559, 25144556, 11973333"
P68036	P04637	Biogrid	1	1	1	29290977
P68400	P04637	"intact, Biogrid, Hprd"	1	1	13	"22975381, 25241761, 12628923, 23443559, 24725084, 15358769, 12393879, 10747897, 10348343, 10884347, 11709713, 11883897, 10951572"
P78527	P04637	"Biogrid, Hprd"	1	1	19	"10608806, 12756247, 9679063, 19918261, 9363941, 10713094, 9744860, 25362358, 11751391, 10601022, 8940078, 10470151, 9765199, 11551930, 11709713, 10673501, 10747897, 11883897, 10951572"
P78549	P04637	Biogrid	1	1	1	15358233
P83111	P04637	Biogrid	1	1	1	29899406
Q01094	P04637	"Biogrid, Hprd"	1	1	3	"24076372, 8557038, 11739724"
Q01105	P04637	Biogrid	1	1	2	"21911363, 27626385"
Q01484	P04637	"intact, Biogrid"	1	1	1	20195357
Q01534	P04637	Biogrid	2	2	1	29748603
Q02108	P04637	Biogrid	2	2	1	24725084
Q02447	P04637	"Biogrid, Hprd"	1	1	2	"12665570, 15790310"
Q04206	P04637	Biogrid	1	1	2	"17434128, 28628118"
Q05086	P04637	"intact, mint, Dip, Biogrid, Hprd"	1	1	19	"16493710, 12620801, 29426014, 26789255, 9688277, 8380895, 17131388, 19364824, 8090726, 23040663, 15001357, 11027293, 1661671, 9450543, 7708685, 7724550, 29263404, 9369221, 9143503"
Q05516	P04637	Biogrid	2	2	1	24821727
Q06330	P04637	"Dip, Biogrid"	1	1	1	26302407
Q06609	P04637	"intact, Biogrid, Hprd"	1	1	9	"9380510, 14636569, 8617246, 16983346, 15064730, 26140185, 12750285, 11002423, 12606585"
Q06945	P04637	"Dip, Biogrid"	1	1	1	19234109
Q07817	P04637	"intact, mint, Dip, Biogrid, Hprd"	1	1	9	"16151013, 21900206, 12667443, 14963330, 24814347, 24474649, 26556313, 20837658, 25115399"
Q07820	P04637	Biogrid	1	1	2	"24491548, 27818144"
Q07955	P04637	Biogrid	1	1	1	20805487
Q09666	P04637	Biogrid	2	2	1	30503554
Q12772	P04637	intact	2	2	1	22265415
Q12873	P04637	"Biogrid, Hprd"	1	1	2	"10961991, 15383276"
Q12888	P04637	"intact, mint, Dip, Biogrid, Hprd"	1	1	18	"11877378, 22653443, 25579814, 8016121, 25837623, 17805299, 12110597, 25651062, 19433796, 15364958, 14978302, 15611139, 12351827, 20307547, 22084066, 26022179, 27546791, 30252118"
Q13029	P04637	Biogrid	2	2	1	20594067
Q13043	P04637	"intact, Biogrid, Hprd"	2	2	3	"25241761, 12384512, 12942774"
Q13049	P04637	Biogrid	2	2	1	25146927
Q13098	P04637	"Biogrid, Hprd"	2	2	1	11285227
Q13155	P04637	"Dip, Biogrid"	1	1	1	18695251
Q13163	P04637	Biogrid	1	1	1	28628118
Q13164	P04637	Biogrid	2	2	1	22869143
Q13191	P04637	Biogrid	2	2	1	29940895
Q13227	P04637	"Biogrid, Hprd"	1	1	1	11486030
Q13233	P04637	Biogrid	1	1	2	"20923779, 26018553"
Q13263	P04637	Biogrid	1	1	3	"20864041, 20858735, 17056014"
Q13315	P04637	"mint, Biogrid, Hprd"	1	1	27	"10864201, 15632067, 15159397, 9843217, 10608806, 15064416, 17409407, 11459832, 21383020, 19965871, 15790808, 10744722, 10713094, 23907539, 25086746, 24469230, 14744854, 27559048, 30252118, 15713674, 9765199, 11551930, 11709713, 10673501, 11875057, 16858402, 17157788"
Q13526	P04637	"mint, intact, Biogrid, Hprd"	1	1	6	"12397362, 21741598, 21900206, 17906639, 12388558, 12397361"
Q13569	P04637	Biogrid	1	1	2	"10961991, 18951877"
Q13572	P04637	Biogrid	1	1	1	12324474
Q13619	P04637	Biogrid	2	2	1	16861890
Q13620	P04637	Biogrid	2	2	1	24452595
Q13625	P04637	"intact, mint, Dip, Biogrid, Hprd"	1	1	7	"8875926, 21513714, 8016121, 8668206, 18275817, 23606740, 19246451"
Q13886	P04637	Biogrid	2	2	1	25242357
Q13887	P04637	Biogrid	2	2	1	16595680
Q13972	P04637	mint	2	2	1	16753148
Q14151	P04637	"mint, Biogrid"	2	2	1	21130767
Q14191	P04637	"intact, Biogrid, Hprd"	1	1	4	"11427532, 15735006, 12080066, 11399766"
Q14258	P04637	Biogrid	2	2	2	"27545325, 29379164"
Q14457	P04637	Biogrid	2	2	1	28128446
Q14676	P04637	"Biogrid, Hprd"	2	2	1	14519663
Q14686	P04637	Dip	2	2	1	19433796
Q14695	P04637	intact	2	2	1	16169070
Q14764	P04637	Biogrid	1	1	1	24722188
Q14790	P04637	Biogrid	2	2	1	17290218
Q14999	P04637	"intact, mint, Biogrid"	1	1	13	"17298945, 22653443, 25609649, 28514442, 16547496, 17229476, 17332328, 17942889, 16875676, 23443559, 24711643, 26186194, 25003318"
Q15139	P04637	Biogrid	1	1	1	12628923
Q15303	P04637	Biogrid	2	2	1	20858735
Q15326	P04637	Biogrid	2	2	1	17721438
Q15349	P04637	Biogrid	1	1	1	15867353
Q15392	P04637	"Biogrid, Hprd"	2	2	1	15577914
Q15418	P04637	Biogrid	1	1	1	15867353
Q15466	P04637	"mint, Biogrid"	1	1	2	"22575647, 22737255"
Q15648	P04637	"mint, Dip, Biogrid, Hprd"	1	1	3	"15848166, 9444950, 11118038"
Q15672	P04637	"intact, Biogrid"	1	1	3	"18504427, 22975381, 25402006"
Q15714	P04637	Biogrid	1	1	1	22870275
Q15759	P04637	intact	1	1	1	17254968
Q15796	P04637	"intact, Biogrid, Hprd"	1	1	5	"19345189, 25241761, 25670079, 12732139, 19580641"
Q16594	P04637	"Dip, Biogrid, Hprd"	1	1	6	"11278372, 7809597, 7761466, 18250150, 26282181, 10601022"
Q16637	P04637	"mint, Biogrid, Hprd"	1	1	2	"21900206, 11704667"
Q16666	P04637	"Dip, Biogrid, Hprd"	1	1	3	"21397192, 11146555, 30193098"
Q16881	P04637	Biogrid	2	2	1	15824742
Q3YEC7	P04637	Biogrid	2	2	1	23572512
Q49MG5	P04637	Biogrid	1	1	1	22672907
Q4G0A6	P04637	Biogrid	2	2	1	29795372
Q5S007	P04637	"intact, Biogrid"	1	1	2	"24725412, 26384650"
Q5T447	P04637	Biogrid	1	1	1	23358872
Q5VV17	P04637	Biogrid	2	2	1	28216291
Q6P3S6	P04637	Biogrid	1	1	2	"19509332, 21127074"
Q6ZSB9	P04637	Biogrid	1	1	1	28757384
Q6ZW49	P04637	Dip	2	2	1	19433796
Q70CQ1	P04637	Biogrid	1	1	1	29748582
Q76N89	P04637	Biogrid	1	1	1	18223681
Q7L5N1	P04637	Hprd	2	2	1	11285227
Q7LG56	P04637	"intact, Dip, Biogrid, Hprd"	2	2	3	"17719542, 12615712, 19015526"
Q7Z2E3	P04637	"intact, Biogrid"	1	1	1	15044383
Q7Z6E9	P04637	Biogrid	1	1	1	9010216
Q7Z7E8	P04637	Biogrid	1	1	1	25987028
Q86T24	P04637	Biogrid	2	2	2	"25288747, 26183023"
Q86TM6	P04637	"mint, Biogrid, Hprd"	1	1	3	"17170702, 21903092, 26254280"
Q86WV6	P04637	Biogrid	2	2	1	30193098
Q86XK2	P04637	"intact, Biogrid, Hprd"	1	1	1	17098746
Q86Y07	P04637	Biogrid	1	1	1	16704422
Q86Z02	P04637	"intact, Biogrid, Hprd"	1	1	1	12702766
Q8IWR1	P04637	Biogrid	2	2	1	25046164
Q8IWT3	P04637	"intact, mint, Biogrid, Hprd"	1	1	12	"18230339, 22653443, 25609649, 28514442, 12526791, 17380154, 17229476, 21487039, 17332328, 16875676, 23443559, 26186194"
Q8IX12	P04637	Biogrid	2	2	1	18382127
Q8IZD2	P04637	Biogrid	2	2	1	21423215
Q8N114	P04637	Hprd	2	2	1	12135983
Q8N2W9	P04637	"intact, Biogrid, Hprd"	1	1	2	"11388671, 15383276"
Q8N680	P04637	Biogrid	1	1	1	19380588
Q8N726	P04637	"intact, mint, Dip, Biogrid"	1	1	13	"12740913, 22653443, 12640129, 9724636, 14612427, 12446718, 9529249, 20395212, 9653180, 28628118, 22467867, 28218424, 22348305"
Q8N9B5	P04637	intact	2	2	1	10518217
Q8N9N5	P04637	"mint, Biogrid, Hprd"	1	1	5	"20075864, 19303885, 22074660, 15701641, 12494467"
Q8NC51	P04637	Biogrid	2	2	1	16455055
Q8NEZ4	P04637	Dip	2	2	1	19433796
Q8NEZ5	P04637	Biogrid	2	2	1	30808376
Q8NF64	P04637	Biogrid	1	1	1	17584785
Q8NHY2	P04637	"mint, Biogrid, Hprd"	1	1	6	"15103385, 16931761, 21625211, 23736031, 27534417, 29379285"
Q8TAT5	P04637	"intact, Biogrid"	1	1	1	25402006
Q8TDY2	P04637	"intact, Biogrid"	2	2	2	"21775823, 20614030"
Q8WUF5	P04637	"mint, intact, Dip, Biogrid, Hprd"	1	1	8	"21513714, 17906639, 23623661, 18275817, 12524540, 23443559, 20840860, 19246451"
Q8WYH8	P04637	"Biogrid, Hprd"	2	2	3	"12750254, 17954561, 21177815"
Q8WZ73	P04637	Biogrid	2	2	2	"17121812, 18382127"
Q92547	P04637	Biogrid	2	2	2	"28439015, 29653964"
Q92585	P04637	Biogrid	1	1	1	17317671
Q92769	P04637	"Dip, Biogrid, Hprd"	1	1	8	"17805299, 20190809, 14976551, 17827154, 21344396, 20388487, 22493095, 10777477"
Q92794	P04637	Biogrid	1	1	2	"19001415, 23431171"
Q92843	P04637	Biogrid	1	1	2	"24491548, 25115399"
Q92870	P04637	Biogrid	1	1	1	17567906
Q92890	P04637	"mint, Biogrid"	1	1	1	21900206
Q92905	P04637	"Biogrid, Hprd"	1	1	6	"17879958, 16936264, 11285227, 16624822, 24725084, 28539160"
Q969K3	P04637	Biogrid	2	2	1	17121812
Q969P6	P04637	"intact, Biogrid"	1	1	1	25402006
Q96A56	P04637	"Biogrid, Hprd"	1	1	2	"12851404, 11511362"
Q96AH0	P04637	"intact, Biogrid"	1	1	1	25402006
Q96BR9	P04637	Biogrid	1	1	1	23329847
Q96FW1	P04637	"mint, Biogrid"	1	1	3	"22124327, 24403071, 27561390"
Q96G74	P04637	"intact, Biogrid"	1	1	3	"19615732, 24143256, 25499082"
Q96GD4	P04637	"intact, Biogrid"	2	2	2	"29340707, 20959462"
Q96GM5	P04637	"Biogrid, Hprd"	1	1	1	18303029
Q96GM8	P04637	mint	1	1	1	19508870
Q96J02	P04637	"Dip, Biogrid"	2	2	3	"16908849, 18559494, 21474069"
Q96K58	P04637	Biogrid	2	2	1	21852383
Q96KQ7	P04637	Biogrid	1	1	1	20118233
Q96M02	P04637	Biogrid	1	1	2	"24240685, 26223354"
Q96M61	P04637	"intact, Biogrid, Hprd"	1	1	2	"16189514, 16713569"
Q96PM9	P04637	intact	2	2	1	17719541
Q96PU4	P04637	Biogrid	1	1	1	21952639
Q96RL1	P04637	Biogrid	1	1	1	19433585
Q96S44	P04637	"Biogrid, Hprd"	1	1	2	"12659830, 11546806"
Q96ST3	P04637	"mint, intact, Biogrid, Hprd"	1	1	3	"10823891, 11359905, 10521394"
Q96T88	P04637	Biogrid	1	1	1	26102039
Q99496	P04637	Biogrid	2	2	2	"22907436, 23318437"
Q99576	P04637	Biogrid	1	1	1	25168242
Q99612	P04637	Hprd	2	2	1	15131018
Q99627	P04637	Hprd	2	2	1	11285227
Q99728	P04637	"Biogrid, Hprd"	2	2	4	"14636569, 15782130, 21742769, 26022179"
Q99816	P04637	"Biogrid, Hprd"	2	2	1	11172000
Q99856	P04637	"Biogrid, Hprd"	2	2	2	"15017387, 12136662"
Q99973	P04637	"Biogrid, Hprd"	1	1	1	10597287
Q99986	P04637	"intact, Biogrid, Hprd"	1	1	7	"15542844, 24492002, 29340707, 10951572, 11883897, 10747897, 11709713"
Q9BQ15	P04637	Biogrid	1	1	1	23184057
Q9BQA5	P04637	"mint, Biogrid"	1	1	1	21516116
Q9BVK6	P04637	Biogrid	2	2	1	9472029
Q9BVP2	P04637	"intact, Biogrid, Hprd"	1	1	2	"12464630, 19033382"
Q9BY41	P04637	mint	1	1	1	17721440
Q9BYW2	P04637	Biogrid	2	2	1	18585004
Q9GZQ8	P04637	Biogrid	2	2	1	25144556
Q9H0A0	P04637	Biogrid	1	1	1	26882543
Q9H160	P04637	"mint, Biogrid"	2	2	2	"16782091, 16024799"
Q9H3D4	P04637	"intact, Biogrid, Hprd"	2	2	6	"19345189, 21741598, 22575646, 25417702, 24554706, 11238924"
Q9H422	P04637	"intact, Biogrid"	1	1	2	"23602568, 10961991"
Q9H4B4	P04637	"Biogrid, Hprd"	1	1	5	"11551930, 12242661, 11709713, 10673501, 12548019"
Q9H4L4	P04637	Biogrid	2	2	1	21316347
Q9H6Z9	P04637	"intact, Biogrid"	1	1	2	"26972000, 30067985"
Q9H7Z6	P04637	"mint, Biogrid"	1	1	4	"16601686, 17189187, 19854137, 15960975"
Q9H9B1	P04637	Biogrid	1	1	2	"20588255, 20118233"
Q9HB09	P04637	Biogrid	1	1	1	20837658
Q9HBJ7	P04637	"mint, Biogrid"	2	2	1	21285945
Q9HBM6	P04637	Hprd	2	2	1	7761466
Q9HCE7	P04637	Biogrid	2	2	1	20484049
Q9HCI7	P04637	Biogrid	1	1	1	19033443
Q9HCK8	P04637	Biogrid	2	2	1	19151705
Q9HCM9	P04637	Biogrid	1	1	1	23213260
Q9NQR1	P04637	Biogrid	1	1	1	17707234
Q9NR12	P04637	Biogrid	1	1	1	21060154
Q9NRG4	P04637	"mint, Dip, Biogrid, Hprd"	1	1	5	"25609649, 17805299, 21782458, 17108971, 18065756"
Q9NVC6	P04637	"Biogrid, Hprd"	1	1	1	10198638
Q9NVN8	P04637	Biogrid	2	2	1	21132010
Q9NX55	P04637	Biogrid	2	2	1	23272104
Q9NXR7	P04637	Biogrid	2	2	1	14636569
Q9NZC7	P04637	"mint, Biogrid, Hprd"	1	1	5	"15580310, 11058590, 16219768, 12514174, 14965474"
Q9NZJ0	P04637	Biogrid	1	1	1	16861890
Q9NZM5	P04637	Biogrid	1	1	1	22522597
Q9NZN9	P04637	"intact, Biogrid"	2	2	2	"27173435, unassigned1312"
Q9P0U4	P04637	"intact, Biogrid"	1	1	1	23870121
Q9P287	P04637	Biogrid	1	1	1	17135243
Q9UBB9	P04637	Biogrid	1	1	1	26460617
Q9UBE0	P04637	mint	1	1	1	15327968
Q9UBW8	P04637	Hprd	2	2	1	11285227
Q9UBZ9	P04637	Biogrid	2	2	1	25614517
Q9UER7	P04637	"intact, Dip, Biogrid"	1	1	12	"16845383, 14557665, 15364927, 25241761, 21134643, 12954772, 12482984, 21482821, 15339933, 23038753, 28875283, 27626385"
Q9UHR4	P04637	Biogrid	1	1	1	21887275
Q9UII4	P04637	Biogrid	2	2	1	25071020
Q9UJW3	P04637	Biogrid	1	1	1	24952347
Q9UK53	P04637	"Biogrid, Hprd"	2	2	3	"12208736, 9440695, 19085961"
Q9UK80	P04637	Biogrid	1	1	1	27561390
Q9UKV0	P04637	Biogrid	2	2	1	20947501
Q9ULC6	P04637	"intact, Biogrid"	1	1	1	25402006
Q9ULJ6	P04637	Biogrid	1	1	1	17584785
Q9ULP0	P04637	Biogrid	2	2	1	26053091
Q9ULV8	P04637	Biogrid	1	1	1	28628118
Q9UM07	P04637	Biogrid	1	1	2	"18505818, 20190809"
Q9UM11	P04637	Biogrid	1	1	1	10922056
Q9UM63	P04637	"Biogrid, Hprd"	1	1	1	11360197
Q9UNF1	P04637	Biogrid	2	2	2	"17912449, 23443559"
Q9UNS2	P04637	Hprd	2	2	1	11285227
Q9UPU5	P04637	Biogrid	1	1	1	25578727
Q9UQL6	P04637	Biogrid	2	2	1	21081666
Q9Y222	P04637	Biogrid	1	1	2	"22331460, 28406729"
Q9Y297	P04637	"Dip, Biogrid"	2	2	2	"19196987, 21521785"
Q9Y3T9	P04637	Biogrid	2	2	2	"20959462, 16322561"
Q9Y468	P04637	Biogrid	1	1	1	20870725
Q9Y4A5	P04637	Biogrid	1	1	2	"12138177, 18250150"
Q9Y4K3	P04637	Biogrid	1	1	1	27818144
Q9Y5J3	P04637	Biogrid	1	1	2	"27129302, 22983008"
Q9Y618	P04637	mint	1	1	1	24449765
Q9Y6I4	P04637	Biogrid	1	1	1	28807825
P00533	P05067	"intact, Biogrid"	1	1	2	"24658140, 25402006"
P05067	P05067	"intact, mint, Dip, Biogrid"	1	1	28	"16286452, 16193067, 18805418, 19549187, 19754881, 20573181, 20818335, 21205198, 21320494, 21527912, 22200570, 22584060, 23103738, 23353684, 23416305, 23551356, 23603391, 23907009, 24065130, 24720730, 9889152, 20212142, 8700886, 21113149, 24462250, 23261462, 23755257, 23106396"
P78362	P05067	"intact, Biogrid"	1	1	2	"31413325, 21832049"
A0A0B4J2D5	P05067	Biogrid	1	1	1	21832049
A0AVK6	P05067	Biogrid	1	1	1	21832049
A0JLT2	P05067	Biogrid	1	1	1	21832049
A1E959	P05067	Biogrid	1	1	1	21832049
A2A2V5	P05067	Biogrid	1	1	1	21832049
A5D6W6	P05067	Biogrid	1	1	1	21832049
A5D8V6	P05067	Biogrid	1	1	1	21832049
A6NKD2	P05067	Biogrid	1	1	1	21832049
A6ZKI3	P05067	Biogrid	1	1	1	21832049
A8K0R7	P05067	Biogrid	1	1	1	21832049
A8K4G0	P05067	Biogrid	1	1	1	21832049
A8MPX8	P05067	Biogrid	1	1	2	"21832049, 21244100"
A8MW92	P05067	Biogrid	1	1	1	21832049
B2RC85	P05067	Biogrid	1	1	1	21832049
O00178	P05067	Biogrid	1	1	2	"21832049, 21244100"
O00213	P05067	"intact, mint, Biogrid, Hprd"	1	1	21	"9461550, 8887653, 16049941, 21968187, 28514442, 31413325, 9045663, 8855266, 10081969, 9837937, 17368826, 16223726, 15331662, 15044485, 20205790, 23663107, 18096514, 8955346, 9799084, 11085987, 11517249"
O00231	P05067	Biogrid	1	1	1	21832049
O00238	P05067	Biogrid	1	1	1	21832049
O00303	P05067	Biogrid	1	1	1	21832049
O00311	P05067	Biogrid	1	1	1	21832049
O00399	P05067	Biogrid	1	1	1	21832049
O00401	P05067	Biogrid	1	1	1	21832049
O00459	P05067	Biogrid	1	1	1	21832049
O00483	P05067	Biogrid	1	1	1	21832049
O00499	P05067	Biogrid	1	1	1	21832049
O00506	P05067	Biogrid	1	1	1	21832049
O00515	P05067	Biogrid	1	1	1	21832049
O00534	P05067	Biogrid	1	1	1	21832049
O00590	P05067	Biogrid	1	1	1	21832049
O00629	P05067	Biogrid	1	1	1	21832049
O00767	P05067	Biogrid	1	1	1	21832049
O14495	P05067	Biogrid	1	1	1	21832049
O14526	P05067	Biogrid	1	1	1	21832049
O14543	P05067	Biogrid	1	1	1	21832049
O14556	P05067	Biogrid	1	1	1	21832049
O14569	P05067	Biogrid	1	1	1	21832049
O14598	P05067	Biogrid	1	1	2	"21832049, 21244100"
O14639	P05067	Biogrid	1	1	1	21832049
O14645	P05067	Biogrid	1	1	1	21832049
O14653	P05067	Biogrid	1	1	1	21832049
O14709	P05067	intact	2	2	1	31413325
O14713	P05067	Biogrid	1	1	1	21832049
O14717	P05067	Biogrid	1	1	1	21832049
O14735	P05067	Biogrid	1	1	1	21832049
O14757	P05067	Biogrid	1	1	1	21832049
O14770	P05067	Biogrid	1	1	1	21832049
O14775	P05067	Biogrid	1	1	1	21832049
O14792	P05067	Biogrid	1	1	1	21832049
O14793	P05067	Biogrid	1	1	1	21832049
O14796	P05067	Biogrid	1	1	1	21832049
O14818	P05067	Biogrid	1	1	1	21832049
O14828	P05067	Biogrid	1	1	1	21832049
O14832	P05067	Biogrid	1	1	1	21832049
O14874	P05067	Biogrid	1	1	1	21832049
O14879	P05067	"intact, Biogrid"	1	1	1	21163940
O14910	P05067	Biogrid	1	1	1	21832049
O14964	P05067	Biogrid	1	1	3	"19019082, 21832049, 21244100"
O14965	P05067	Biogrid	1	1	2	"21832049, 21244100"
O14976	P05067	Biogrid	1	1	1	21832049
O15066	P05067	Biogrid	1	1	2	"21832049, 21244100"
O15075	P05067	Biogrid	1	1	1	21832049
O15143	P05067	Biogrid	1	1	1	21832049
O15151	P05067	Biogrid	1	1	1	21832049
O15162	P05067	Biogrid	1	1	1	21832049
O15264	P05067	Biogrid	1	1	1	21832049
O15304	P05067	Biogrid	1	1	1	21832049
O15382	P05067	Biogrid	1	1	1	21832049
O15488	P05067	Biogrid	1	1	1	21832049
O15530	P05067	Biogrid	1	1	1	21832049
O15539	P05067	Biogrid	1	1	1	21832049
O15547	P05067	Biogrid	1	1	1	21832049
O15551	P05067	Biogrid	1	1	1	21832049
O43151	P05067	Biogrid	1	1	1	21832049
O43169	P05067	Biogrid	1	1	1	21832049
O43172	P05067	Biogrid	1	1	1	21832049
O43175	P05067	Biogrid	1	1	1	21832049
O43181	P05067	Biogrid	1	1	1	21832049
O43237	P05067	Biogrid	1	1	1	21832049
O43257	P05067	intact	2	2	1	31413325
O43264	P05067	Biogrid	1	1	1	21832049
O43281	P05067	Biogrid	1	1	1	21832049
O43290	P05067	Biogrid	1	1	2	"21832049, 21244100"
O43291	P05067	Biogrid	1	1	1	21832049
O43320	P05067	Biogrid	1	1	1	21832049
O43347	P05067	Biogrid	1	1	1	21832049
O43399	P05067	"intact, Biogrid"	1	1	1	21988832
O43402	P05067	Biogrid	1	1	1	21832049
O43427	P05067	Biogrid	1	1	1	21832049
O43439	P05067	Biogrid	1	1	1	21832049
O43448	P05067	Biogrid	1	1	1	21832049
O43464	P05067	Hprd	2	2	1	15036614
O43474	P05067	Biogrid	1	1	1	21832049
O43491	P05067	Biogrid	1	1	2	"21832049, 21244100"
O43502	P05067	Biogrid	1	1	1	21832049
O43521	P05067	Biogrid	1	1	1	21832049
O43555	P05067	Biogrid	1	1	1	21832049
O43557	P05067	Biogrid	1	1	1	21832049
O43566	P05067	Biogrid	1	1	1	21832049
O43602	P05067	Biogrid	1	1	1	21832049
O43617	P05067	Biogrid	1	1	1	21832049
O43623	P05067	Biogrid	1	1	1	21832049
O43638	P05067	Biogrid	1	1	1	21832049
O43660	P05067	Biogrid	1	1	2	"21832049, 21244100"
O43665	P05067	Biogrid	1	1	1	21832049
O43676	P05067	Biogrid	1	1	1	21832049
O43678	P05067	Biogrid	1	1	1	21832049
O43819	P05067	Biogrid	1	1	1	21832049
O43827	P05067	Biogrid	1	1	1	21832049
O43897	P05067	Biogrid	1	1	1	21832049
O43903	P05067	Biogrid	1	1	1	21832049
O43929	P05067	Biogrid	1	1	1	21832049
O60231	P05067	Biogrid	1	1	1	21832049
O60239	P05067	Biogrid	1	1	1	21832049
O60256	P05067	Biogrid	1	1	1	21832049
O60260	P05067	Biogrid	2	2	2	"19610108, 22954671"
O60268	P05067	Biogrid	1	1	1	21832049
O60285	P05067	Biogrid	1	1	1	21832049
O60293	P05067	"intact, Biogrid"	1	1	3	"26496610, 31413325, 21832049"
O60313	P05067	Biogrid	1	1	2	"21832049, 21244100"
O60315	P05067	"intact, Biogrid"	1	1	2	"31413325, 21832049"
O60330	P05067	Biogrid	1	1	1	21832049
O60359	P05067	Biogrid	1	1	1	21832049
O60488	P05067	Biogrid	1	1	1	21832049
O60506	P05067	Biogrid	1	1	2	"21832049, 21244100"
O60551	P05067	Biogrid	1	1	1	21832049
O60573	P05067	Biogrid	1	1	1	21832049
O60645	P05067	Biogrid	1	1	1	21832049
O60663	P05067	Biogrid	1	1	2	"21832049, 21244100"
O60664	P05067	Biogrid	1	1	1	21832049
O60673	P05067	intact	2	2	1	31413325
O60716	P05067	Biogrid	1	1	2	"21832049, 21244100"
O60784	P05067	Biogrid	1	1	1	21832049
O60828	P05067	Biogrid	1	1	1	21832049
O60830	P05067	Biogrid	1	1	1	21832049
O75027	P05067	Biogrid	1	1	1	21832049
O75030	P05067	Biogrid	1	1	1	21832049
O75052	P05067	Biogrid	1	1	1	21832049
O75069	P05067	Biogrid	1	1	1	21832049
O75143	P05067	Biogrid	1	1	1	21832049
O75159	P05067	Biogrid	1	1	2	"21832049, 21244100"
O75170	P05067	Biogrid	1	1	1	21832049
O75190	P05067	Biogrid	1	1	1	21832049
O75223	P05067	Biogrid	1	1	1	21832049
